hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_night,arrival_month,arrival_date,is_family
Resort Hotel,0,109,2015,July,27,4,2,6,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,123.0,0,1,Check-Out,2015-07-12,8,7,2015-07-04,False
Resort Hotel,0,92,2015,July,27,4,4,6,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,40.0,0,Contract,71.55,0,1,Check-Out,2015-07-14,10,7,2015-07-04,False
Resort Hotel,0,92,2015,July,27,4,4,6,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,40.0,0,Contract,71.55,0,1,Check-Out,2015-07-14,10,7,2015-07-04,False
Resort Hotel,0,79,2015,July,27,4,4,6,2,1.0,0,Hald Board,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,0,Transient,149.0,0,1,Check-Out,2015-07-14,10,7,2015-07-04,True
Resort Hotel,0,2,2015,July,27,4,0,1,2,2.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,H,G,1,No Deposit,240.0,0,Transient,163.0,1,0,Check-Out,2015-07-05,1,7,2015-07-04,True
Resort Hotel,0,30,2015,July,27,4,0,1,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,D,C,0,No Deposit,8.0,0,Contract,79.5,0,0,Check-Out,2015-07-05,1,7,2015-07-04,False
Resort Hotel,1,51,2015,July,27,4,0,1,1,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,105.0,0,0,Canceled,2015-05-29,1,7,2015-07-04,False
Resort Hotel,1,36,2015,July,27,4,0,1,1,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,E,G,1,No Deposit,250.0,0,Transient,123.0,0,0,No-Show,2015-07-04,1,7,2015-07-04,False
Resort Hotel,1,73,2015,July,27,4,0,1,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,73.8,0,2,Canceled,2015-05-13,1,7,2015-07-04,False
Resort Hotel,1,33,2015,July,27,4,0,1,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,113.0,0,0,Canceled,2015-06-16,1,7,2015-07-04,False
Resort Hotel,0,32,2015,July,27,4,0,1,4,0.0,0,Full Board,PRT,Complementary,Direct,0,0,0,H,H,2,No Deposit,0.0,0,Transient,0.0,0,1,Check-Out,2015-07-05,1,7,2015-07-04,False
Resort Hotel,0,8,2015,July,27,4,0,1,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,123.0,0,0,Check-Out,2015-07-05,1,7,2015-07-04,False
Resort Hotel,0,100,2015,July,27,4,1,1,2,0.0,0,Breakfast,FRA,Online TA,Undefined,0,0,0,A,C,0,No Deposit,240.0,0,Transient-Party,73.8,1,1,Check-Out,2015-07-06,2,7,2015-07-04,False
Resort Hotel,0,1,2015,July,27,4,1,1,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,114.5,0,0,Check-Out,2015-07-06,2,7,2015-07-04,False
Resort Hotel,0,100,2015,July,27,4,1,1,2,0.0,0,Breakfast,FRA,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,73.8,0,2,Check-Out,2015-07-06,2,7,2015-07-04,False
Resort Hotel,0,100,2015,July,27,4,1,1,2,0.0,0,Breakfast,FRA,Online TA,Undefined,0,0,0,A,C,0,No Deposit,240.0,0,Transient-Party,73.8,0,1,Check-Out,2015-07-06,2,7,2015-07-04,False
Resort Hotel,0,9,2015,July,28,5,1,0,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,C,0,No Deposit,240.0,0,Transient,88.2,0,1,Check-Out,2015-07-06,1,7,2015-07-05,False
Resort Hotel,1,5,2015,July,28,5,1,0,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,97.0,0,0,Canceled,2015-07-01,1,7,2015-07-05,False
Resort Hotel,0,0,2015,July,28,5,1,0,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,C,1,No Deposit,306.0,0,Transient,85.1,0,0,Check-Out,2015-07-06,1,7,2015-07-05,False
Resort Hotel,0,9,2015,July,28,5,1,0,1,0.0,0,Breakfast,DEU,Online TA,Undefined,0,0,0,A,A,0,No Deposit,184.0,0,Transient,89.0,0,0,Check-Out,2015-07-06,1,7,2015-07-05,False
Resort Hotel,0,2,2015,July,28,5,1,0,1,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,D,0,No Deposit,240.0,0,Transient,80.1,0,0,Check-Out,2015-07-06,1,7,2015-07-05,False
Resort Hotel,0,2,2015,July,28,5,1,0,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,E,0,No Deposit,240.0,0,Transient,98.0,0,0,Check-Out,2015-07-06,1,7,2015-07-05,False
Resort Hotel,0,9,2015,July,28,5,1,0,1,0.0,0,Breakfast,DEU,Online TA,Undefined,0,0,0,A,A,0,No Deposit,184.0,0,Transient,101.0,1,0,Check-Out,2015-07-06,1,7,2015-07-05,False
Resort Hotel,0,2,2015,July,28,5,1,0,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,0.0,0,Transient,167.0,0,1,Check-Out,2015-07-06,1,7,2015-07-05,False
Resort Hotel,0,44,2015,July,28,5,2,0,3,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,G,G,3,No Deposit,240.0,0,Transient,225.0,2,0,Check-Out,2015-07-07,2,7,2015-07-05,False
Resort Hotel,0,80,2015,July,28,5,2,0,2,0.0,0,Breakfast,FRA,Online TA,Undefined,0,0,0,D,E,0,No Deposit,240.0,0,Transient,97.0,1,0,Check-Out,2015-07-07,2,7,2015-07-05,False
Resort Hotel,0,97,2015,July,28,5,2,2,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,87.3,0,2,Check-Out,2015-07-09,4,7,2015-07-05,False
Resort Hotel,0,109,2015,July,28,5,2,3,2,1.0,0,Breakfast,CN,Offline TA/TO,Undefined,0,0,0,A,D,0,No Deposit,241.0,0,Transient,85.59,1,2,Check-Out,2015-07-10,5,7,2015-07-05,True
Resort Hotel,0,30,2015,July,28,5,2,3,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,123.0,0,0,Check-Out,2015-07-10,5,7,2015-07-05,False
Resort Hotel,0,64,2015,July,28,5,2,3,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,107.0,0,0,Check-Out,2015-07-10,5,7,2015-07-05,False
Resort Hotel,0,39,2015,July,28,5,2,4,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,H,H,0,No Deposit,240.0,0,Transient,163.0,0,0,Check-Out,2015-07-11,6,7,2015-07-05,False
Resort Hotel,0,90,2015,July,28,5,2,4,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,82.0,0,0,Check-Out,2015-07-11,6,7,2015-07-05,False
Resort Hotel,1,34,2015,July,28,5,2,4,2,2.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,H,H,0,No Deposit,240.0,0,Transient,163.0,0,0,Canceled,2015-06-17,6,7,2015-07-05,True
Resort Hotel,1,93,2015,July,28,5,2,5,2,0.0,0,Hald Board,PRT,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,15.0,0,Transient,105.5,0,0,Canceled,2015-05-01,7,7,2015-07-05,False
Resort Hotel,0,97,2015,July,28,5,2,5,2,2.0,0,Hald Board,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,0,Transient,164.2,1,1,Check-Out,2015-07-12,7,7,2015-07-05,True
Resort Hotel,0,29,2015,July,28,5,2,5,2,0.0,0,Breakfast,IRL,Online TA,Undefined,0,0,0,F,F,0,No Deposit,241.0,0,Transient,97.29,0,1,Check-Out,2015-07-12,7,7,2015-07-05,False
Resort Hotel,1,101,2015,July,28,5,2,5,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,114.0,0,1,Canceled,2015-03-30,7,7,2015-07-05,False
Resort Hotel,0,27,2015,July,28,5,2,5,2,0.0,0,Breakfast,ESP,Offline TA/TO,Undefined,0,0,0,E,E,0,No Deposit,175.0,0,Transient,98.4,0,0,Check-Out,2015-07-12,7,7,2015-07-05,False
Resort Hotel,0,8,2015,July,28,5,4,5,2,2.0,0,Breakfast,CHE,Online TA,Undefined,0,0,0,H,H,1,No Deposit,240.0,0,Transient,175.0,1,1,Check-Out,2015-07-14,9,7,2015-07-05,True
Resort Hotel,0,82,2015,July,28,5,4,6,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,5.0,0,Transient,63.6,1,2,Check-Out,2015-07-15,10,7,2015-07-05,False
Resort Hotel,0,94,2015,July,28,5,4,6,3,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,D,C,3,No Deposit,0.0,0,Transient,124.45,1,1,Check-Out,2015-07-15,10,7,2015-07-05,False
Resort Hotel,0,110,2015,July,28,5,4,7,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,40.0,0,Contract,110.7,0,0,Check-Out,2015-07-16,11,7,2015-07-05,False
Resort Hotel,0,96,2015,July,28,5,4,10,1,0.0,0,Hald Board,GBR,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,40.0,0,Contract,74.07,0,0,Check-Out,2015-07-19,14,7,2015-07-05,False
Resort Hotel,0,79,2015,July,28,5,4,10,2,0.0,0,Hald Board,GBR,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,243.0,0,Contract,134.1,0,0,Check-Out,2015-07-19,14,7,2015-07-05,False
Resort Hotel,0,115,2015,July,28,6,1,4,2,2.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,G,G,1,No Deposit,240.0,0,Transient,167.0,0,0,Check-Out,2015-07-11,5,7,2015-07-06,True
Resort Hotel,0,111,2015,July,28,6,1,3,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,C,0,No Deposit,240.0,0,Transient,123.0,0,2,Check-Out,2015-07-10,4,7,2015-07-06,False
Resort Hotel,0,51,2015,July,28,6,1,3,2,0.0,0,Breakfast,USA,Online TA,Undefined,0,0,0,G,G,0,No Deposit,241.0,0,Transient,117.81,1,2,Check-Out,2015-07-10,4,7,2015-07-06,False
Resort Hotel,0,94,2015,July,28,6,1,3,3,0.0,0,Breakfast,CN,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,96.0,0,Transient,171.32,0,1,Check-Out,2015-07-10,4,7,2015-07-06,False
Resort Hotel,0,81,2015,July,28,6,1,3,2,2.0,0,Hald Board,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,0,Transient,210.0,1,0,Check-Out,2015-07-10,4,7,2015-07-06,True
Resort Hotel,0,84,2015,July,28,6,1,3,2,0.0,1,Breakfast,PRT,Online TA,Undefined,0,0,0,D,E,1,No Deposit,240.0,0,Transient,97.0,0,2,Check-Out,2015-07-10,4,7,2015-07-06,True
Resort Hotel,0,51,2015,July,28,6,1,3,3,0.0,0,Breakfast,USA,Online TA,Undefined,0,0,0,G,G,0,No Deposit,241.0,0,Transient,117.81,0,2,Check-Out,2015-07-10,4,7,2015-07-06,False
Resort Hotel,0,111,2015,July,28,6,0,0,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,H,0,No Deposit,240.0,0,Transient,0.0,0,2,Check-Out,2015-07-06,0,7,2015-07-06,False
Resort Hotel,0,0,2015,July,28,6,0,0,1,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,E,H,0,No Deposit,250.0,0,Transient,0.0,0,0,Check-Out,2015-07-06,0,7,2015-07-06,False
Resort Hotel,0,2,2015,July,28,6,1,0,2,1.0,0,Breakfast,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,0.0,0,Transient,131.0,0,0,Check-Out,2015-07-07,1,7,2015-07-06,True
Resort Hotel,0,7,2015,July,28,6,1,1,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,E,0,No Deposit,240.0,0,Transient,98.0,0,2,Check-Out,2015-07-08,2,7,2015-07-06,False
Resort Hotel,0,98,2015,July,28,6,1,1,2,0.0,0,Breakfast,USA,Online TA,Undefined,0,0,0,D,F,0,No Deposit,240.0,0,Transient,87.3,1,1,Check-Out,2015-07-08,2,7,2015-07-06,False
Resort Hotel,0,95,2015,July,28,6,1,2,2,0.0,0,Breakfast,GRC,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,97.0,0,1,Check-Out,2015-07-09,3,7,2015-07-06,False
Resort Hotel,1,48,2015,July,28,6,1,3,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,167.0,0,0,Canceled,2015-06-03,4,7,2015-07-06,False
Resort Hotel,0,66,2015,July,28,6,1,3,2,0.0,0,Hald Board,PRT,Offline TA/TO,Undefined,0,0,0,A,E,0,No Deposit,175.0,0,Transient,91.5,0,0,Check-Out,2015-07-10,4,7,2015-07-06,False
Resort Hotel,0,104,2015,July,28,6,1,3,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,C,1,No Deposit,240.0,0,Transient,73.8,0,1,Check-Out,2015-07-10,4,7,2015-07-06,False
Resort Hotel,0,28,2015,July,28,6,1,4,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,123.0,0,0,Check-Out,2015-07-11,5,7,2015-07-06,False
Resort Hotel,0,34,2015,July,28,6,1,4,2,0.0,0,Hald Board,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,175.0,1,0,Check-Out,2015-07-11,5,7,2015-07-06,False
Resort Hotel,0,98,2015,July,28,6,1,5,2,0.0,0,Hald Board,ESP,Online TA,Undefined,0,0,0,A,C,0,No Deposit,240.0,0,Transient,117.8,1,1,Check-Out,2015-07-12,6,7,2015-07-06,False
Resort Hotel,0,104,2015,July,28,6,1,5,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,E,1,No Deposit,240.0,0,Transient,117.63,0,0,Check-Out,2015-07-12,6,7,2015-07-06,False
Resort Hotel,0,68,2015,July,28,6,2,5,2,2.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,G,G,0,No Deposit,240.0,0,Transient,185.0,0,0,Check-Out,2015-07-13,7,7,2015-07-06,True
Resort Hotel,1,86,2015,July,28,6,2,5,1,0.0,0,Hald Board,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,175.0,0,Transient,71.0,0,1,Canceled,2015-06-26,7,7,2015-07-06,False
Resort Hotel,0,258,2015,July,28,6,2,5,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,2.0,0,Contract,47.25,0,0,Check-Out,2015-07-13,7,7,2015-07-06,False
Resort Hotel,0,111,2015,July,28,6,3,5,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,C,0,No Deposit,240.0,0,Transient,151.0,0,1,Check-Out,2015-07-14,8,7,2015-07-06,False
Resort Hotel,1,94,2015,July,28,6,3,7,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,87.3,0,0,Canceled,2015-05-14,10,7,2015-07-06,False
Resort Hotel,0,112,2015,July,28,6,3,7,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,242.0,0,Transient,120.6,0,1,Check-Out,2015-07-16,10,7,2015-07-06,False
Resort Hotel,0,100,2015,July,28,6,3,7,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,D,D,1,No Deposit,241.0,0,Transient,63.86,0,1,Check-Out,2015-07-16,10,7,2015-07-06,False
Resort Hotel,0,33,2015,July,28,6,3,7,2,0.0,0,Hald Board,PRT,Direct,Direct,0,0,0,F,F,5,No Deposit,250.0,0,Transient,157.1,0,1,Check-Out,2015-07-16,10,7,2015-07-06,False
Resort Hotel,0,97,2015,July,28,6,3,7,2,0.0,0,Hald Board,GBR,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,156.0,0,Contract,91.37,0,2,Check-Out,2015-07-16,10,7,2015-07-06,False
Resort Hotel,0,80,2015,July,28,6,3,8,1,0.0,0,Breakfast,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,0.0,0,Transient,73.0,0,0,Check-Out,2015-07-17,11,7,2015-07-06,False
Resort Hotel,0,90,2015,July,28,6,4,10,2,0.0,0,Breakfast,ITA,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,8.0,0,Contract,110.7,0,0,Check-Out,2015-07-20,14,7,2015-07-06,False
Resort Hotel,0,111,2015,July,28,6,4,10,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,40.0,0,Contract,93.6,0,0,Check-Out,2015-07-20,14,7,2015-07-06,False
Resort Hotel,0,65,2015,July,28,6,2,5,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,127.0,0,Transient,83.5,0,0,Check-Out,2015-07-13,7,7,2015-07-06,False
Resort Hotel,1,67,2015,July,28,7,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,73.8,0,1,Canceled,2015-05-07,2,7,2015-07-07,False
Resort Hotel,0,55,2015,July,28,7,0,3,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,82.0,1,2,Check-Out,2015-07-10,3,7,2015-07-07,False
Resort Hotel,0,21,2015,July,28,7,0,3,2,1.0,0,Hald Board,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,185.5,0,1,Check-Out,2015-07-10,3,7,2015-07-07,True
Resort Hotel,0,8,2015,July,28,7,0,0,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0,Transient,0.0,0,1,Check-Out,2015-07-07,0,7,2015-07-07,False
Resort Hotel,0,8,2015,July,28,7,0,0,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,E,0,No Deposit,240.0,0,Transient,0.0,0,1,Check-Out,2015-07-07,0,7,2015-07-07,False
Resort Hotel,0,0,2015,July,28,7,0,1,1,0.0,0,Breakfast,GBR,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,109.8,0,3,Check-Out,2015-07-08,1,7,2015-07-07,False
Resort Hotel,0,0,2015,July,28,7,0,1,3,0.0,0,Hald Board,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0.0,0,Transient,195.0,1,0,Check-Out,2015-07-08,1,7,2015-07-07,False
Resort Hotel,0,8,2015,July,28,7,0,4,3,2.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,H,H,2,No Deposit,240.0,0,Transient,193.0,0,1,Check-Out,2015-07-11,4,7,2015-07-07,True
Resort Hotel,0,66,2015,July,28,7,0,4,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,97.0,0,2,Check-Out,2015-07-11,4,7,2015-07-07,False
Resort Hotel,0,88,2015,July,28,7,0,4,3,0.0,0,Hald Board,USA,Offline TA/TO,Undefined,0,0,0,D,E,0,No Deposit,95.0,0,Transient,150.0,0,1,Check-Out,2015-07-11,4,7,2015-07-07,False
Resort Hotel,0,0,2015,July,28,7,0,4,2,0.0,0,Breakfast,NLD,Direct,Direct,0,0,0,A,A,2,No Deposit,0.0,0,Transient,98.0,0,0,Check-Out,2015-07-11,4,7,2015-07-07,False
Resort Hotel,1,43,2015,July,28,7,0,5,2,0.0,0,Hald Board,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,134.0,0,Transient,91.5,0,0,Canceled,2015-05-28,5,7,2015-07-07,False
Resort Hotel,1,88,2015,July,28,7,2,5,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,139.0,0,2,Canceled,2015-04-13,7,7,2015-07-07,False
Resort Hotel,0,54,2015,July,28,7,2,5,2,0.0,0,Breakfast,IRL,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,8.0,0,Transient,79.5,0,0,Check-Out,2015-07-14,7,7,2015-07-07,False
Resort Hotel,1,292,2015,July,28,7,2,5,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,2.0,0,Contract,47.25,0,0,Canceled,2015-03-25,7,7,2015-07-07,False
Resort Hotel,0,112,2015,July,28,7,4,10,2,0.0,0,Hald Board,IRL,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,156.0,0,Contract,126.65,0,1,Check-Out,2015-07-21,14,7,2015-07-07,False
Resort Hotel,0,68,2015,July,28,8,0,3,2,0.0,0,Breakfast,GBR,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,107.0,0,1,Check-Out,2015-07-11,3,7,2015-07-08,False
Resort Hotel,0,7,2015,July,28,8,0,4,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,131.0,1,2,Check-Out,2015-07-12,4,7,2015-07-08,False
Resort Hotel,0,1,2015,July,28,8,0,4,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,131.0,1,1,Check-Out,2015-07-12,4,7,2015-07-08,False
Resort Hotel,1,113,2015,July,28,8,0,4,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,123.0,0,1,Canceled,2015-05-28,4,7,2015-07-08,False
Resort Hotel,0,5,2015,July,28,8,0,4,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,146.0,0,1,Check-Out,2015-07-12,4,7,2015-07-08,False
Resort Hotel,0,83,2015,July,28,8,0,4,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,105.0,0,Transient,110.7,0,1,Check-Out,2015-07-12,4,7,2015-07-08,False
Resort Hotel,1,105,2015,July,28,8,0,4,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,73.8,0,1,Canceled,2015-06-29,4,7,2015-07-08,False
Resort Hotel,0,0,2015,July,28,8,0,1,1,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,146.0,0,Transient,61.0,0,0,Check-Out,2015-07-09,1,7,2015-07-08,False
Resort Hotel,1,1,2015,July,28,8,0,1,2,0.0,0,Breakfast,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,0,Transient,104.72,0,1,Canceled,2015-07-08,1,7,2015-07-08,False
Resort Hotel,0,1,2015,July,28,8,0,2,2,0.0,0,Breakfast,CHE,Corporate,Corporate,0,0,0,A,F,0,No Deposit,0.0,0,Transient,104.72,1,1,Check-Out,2015-07-10,2,7,2015-07-08,False
Resort Hotel,1,102,2015,July,28,8,1,4,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,9.0,0,Transient,66.42,0,1,Canceled,2015-05-28,5,7,2015-07-08,False
Resort Hotel,0,113,2015,July,28,8,2,4,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,0,Transient,77.96,1,1,Check-Out,2015-07-14,6,7,2015-07-08,False
Resort Hotel,1,280,2015,July,28,8,2,5,2,1.0,0,Hald Board,PRT,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,40.0,0,Contract,112.0,0,1,Canceled,2015-04-15,7,7,2015-07-08,True
Resort Hotel,0,96,2015,July,28,8,2,5,2,0.0,0,Breakfast,GBR,Online TA,Undefined,0,0,0,E,F,0,No Deposit,240.0,0,Transient,107.0,0,1,Check-Out,2015-07-15,7,7,2015-07-08,False
Resort Hotel,0,394,2015,July,28,8,2,5,2,0.0,0,Hald Board,GBR,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,40.0,0,Contract,89.68,0,0,Check-Out,2015-07-15,7,7,2015-07-08,False
Resort Hotel,0,33,2015,July,28,8,2,5,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,155.0,0,0,Check-Out,2015-07-15,7,7,2015-07-08,False
Resort Hotel,0,82,2015,July,28,8,2,6,3,0.0,0,Breakfast,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,112.0,0,1,Check-Out,2015-07-16,8,7,2015-07-08,False
Resort Hotel,0,100,2015,July,28,8,2,7,3,0.0,0,Breakfast,DNK,Online TA,Undefined,0,0,0,E,E,1,No Deposit,240.0,0,Transient-Party,130.1,0,3,Check-Out,2015-07-17,9,7,2015-07-08,False
Resort Hotel,0,100,2015,July,28,8,2,7,2,0.0,0,Breakfast,DNK,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient-Party,100.1,0,2,Check-Out,2015-07-17,9,7,2015-07-08,False
Resort Hotel,0,17,2015,July,28,9,0,1,2,2.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,C,C,0,No Deposit,242.0,0,Transient,123.0,0,3,Check-Out,2015-07-10,1,7,2015-07-09,True
Resort Hotel,0,68,2015,July,28,9,0,2,3,0.0,0,Breakfast,ARG,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,0,Transient,124.0,1,1,Check-Out,2015-07-11,2,7,2015-07-09,False
Resort Hotel,0,12,2015,July,28,9,0,2,2,2.0,0,Breakfast,PRT,Direct,Direct,0,0,0,H,G,2,No Deposit,0.0,0,Transient,146.0,1,0,Check-Out,2015-07-11,2,7,2015-07-09,True
Resort Hotel,1,77,2015,July,28,9,0,3,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,97.0,0,0,Canceled,2015-06-02,3,7,2015-07-09,False
Resort Hotel,1,24,2015,July,28,9,0,3,2,2.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,C,C,0,No Deposit,242.0,0,Transient,123.0,0,1,Canceled,2015-06-16,3,7,2015-07-09,True
Resort Hotel,1,44,2015,July,28,9,0,3,2,2.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,G,G,0,No Deposit,240.0,0,Transient,153.0,0,0,Canceled,2015-06-16,3,7,2015-07-09,True
Resort Hotel,0,78,2015,July,28,9,0,3,2,0.0,1,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,82.0,0,2,Check-Out,2015-07-12,3,7,2015-07-09,True
